interseccion,año,mes,dia,dia_semana,hora,hechos_viales
JOSE VASCONCELOS CON JERONIMO SILLER,2015,3,17,Martes,10,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,3,24,Martes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,3,31,Martes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,4,9,Jueves,7,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,4,10,Viernes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,4,22,Miércoles,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,5,5,Martes,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,5,11,Lunes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,5,12,Martes,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,5,20,Miércoles,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,5,23,Sábado,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,7,1,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,8,4,Martes,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,9,25,Viernes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,11,11,Miércoles,23,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,11,12,Jueves,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,11,20,Viernes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,12,9,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,12,10,Jueves,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,12,17,Jueves,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,1,5,Martes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,1,8,Viernes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,1,15,Viernes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,1,28,Jueves,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,2,14,Domingo,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,2,24,Miércoles,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,3,7,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,3,14,Lunes,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,3,14,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,3,15,Martes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,4,11,Lunes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,4,16,Sábado,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,5,11,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,5,17,Martes,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,5,20,Viernes,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,6,23,Jueves,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,6,28,Martes,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,7,15,Viernes,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,8,8,Lunes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,9,8,Jueves,11,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,9,9,Viernes,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,9,12,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,10,14,Viernes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,11,25,Viernes,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,11,28,Lunes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2016,12,5,Lunes,10,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,1,14,Sábado,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,1,16,Lunes,10,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,2,21,Martes,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,4,12,Miércoles,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,7,18,Martes,14,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,8,9,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,8,11,Viernes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,10,27,Viernes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,11,1,Miércoles,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,11,7,Martes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,12,5,Martes,22,1
JOSE VASCONCELOS CON JERONIMO SILLER,2017,12,28,Jueves,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,1,29,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,3,5,Lunes,21,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,4,17,Martes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,5,9,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,5,15,Martes,11,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,5,16,Miércoles,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,5,21,Lunes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,5,24,Jueves,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,6,2,Sábado,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,6,5,Martes,10,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,7,23,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,8,6,Lunes,14,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,8,25,Sábado,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,8,28,Martes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,10,10,Miércoles,3,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,10,26,Viernes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,11,5,Lunes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2018,12,5,Miércoles,23,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,1,8,Martes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,1,10,Jueves,21,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,2,3,Domingo,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,2,7,Jueves,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,3,4,Lunes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,3,30,Sábado,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,4,1,Lunes,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,4,19,Viernes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,4,29,Lunes,21,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,5,5,Domingo,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,6,28,Viernes,21,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,7,15,Lunes,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,8,13,Martes,6,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,8,21,Miércoles,22,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,9,17,Martes,10,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,9,27,Viernes,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,11,4,Lunes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2019,11,29,Viernes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,1,7,Martes,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,1,11,Sábado,0,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,1,11,Sábado,13,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,1,23,Jueves,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,2,27,Jueves,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,3,7,Sábado,0,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,3,21,Sábado,22,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,4,29,Miércoles,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,6,15,Lunes,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,7,17,Viernes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,8,10,Lunes,17,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,8,14,Viernes,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,8,31,Lunes,14,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,9,26,Sábado,14,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,9,28,Lunes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,10,14,Miércoles,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,10,15,Jueves,15,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,10,15,Jueves,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,10,15,Jueves,17,2
JOSE VASCONCELOS CON JERONIMO SILLER,2020,11,18,Miércoles,18,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,12,7,Lunes,19,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,12,9,Miércoles,16,1
JOSE VASCONCELOS CON JERONIMO SILLER,2020,12,23,Miércoles,19,1
JOSE VASCONCELOS CON JIMENEZ,2015,9,17,Jueves,7,1
JOSE VASCONCELOS CON JIMENEZ,2015,10,5,Lunes,12,1
JOSE VASCONCELOS CON JIMENEZ,2015,10,22,Jueves,13,1
JOSE VASCONCELOS CON JIMENEZ,2015,10,29,Jueves,13,1
JOSE VASCONCELOS CON JIMENEZ,2015,11,7,Sábado,16,1
JOSE VASCONCELOS CON JIMENEZ,2015,12,4,Viernes,11,1
JOSE VASCONCELOS CON JIMENEZ,2015,12,25,Viernes,12,1
JOSE VASCONCELOS CON JIMENEZ,2016,2,3,Miércoles,9,1
JOSE VASCONCELOS CON JIMENEZ,2016,5,2,Lunes,16,1
JOSE VASCONCELOS CON JIMENEZ,2016,5,18,Miércoles,16,1
JOSE VASCONCELOS CON JIMENEZ,2016,6,15,Miércoles,10,1
JOSE VASCONCELOS CON JIMENEZ,2016,7,15,Viernes,9,1
JOSE VASCONCELOS CON JIMENEZ,2016,7,23,Sábado,13,1
JOSE VASCONCELOS CON JIMENEZ,2016,9,9,Viernes,11,1
JOSE VASCONCELOS CON JIMENEZ,2016,9,30,Viernes,14,1
JOSE VASCONCELOS CON JIMENEZ,2016,10,5,Miércoles,16,1
JOSE VASCONCELOS CON JIMENEZ,2016,10,10,Lunes,16,1
JOSE VASCONCELOS CON JIMENEZ,2016,11,15,Martes,13,1
JOSE VASCONCELOS CON JIMENEZ,2016,12,1,Jueves,9,1
JOSE VASCONCELOS CON JIMENEZ,2017,3,7,Martes,14,1
JOSE VASCONCELOS CON JIMENEZ,2017,3,14,Martes,11,1
JOSE VASCONCELOS CON JIMENEZ,2017,4,29,Sábado,14,1
JOSE VASCONCELOS CON JIMENEZ,2017,8,13,Domingo,7,1
JOSE VASCONCELOS CON JIMENEZ,2017,8,14,Lunes,13,1
JOSE VASCONCELOS CON JIMENEZ,2017,9,8,Viernes,14,1
JOSE VASCONCELOS CON JIMENEZ,2017,11,21,Martes,10,1
JOSE VASCONCELOS CON JIMENEZ,2018,2,26,Lunes,8,1
JOSE VASCONCELOS CON JIMENEZ,2018,3,23,Viernes,2,1
JOSE VASCONCELOS CON JIMENEZ,2018,4,10,Martes,6,1
JOSE VASCONCELOS CON JIMENEZ,2018,4,19,Jueves,10,1
JOSE VASCONCELOS CON JIMENEZ,2018,5,8,Martes,9,1
JOSE VASCONCELOS CON JIMENEZ,2018,5,23,Miércoles,13,1
JOSE VASCONCELOS CON JIMENEZ,2018,7,18,Miércoles,14,1
JOSE VASCONCELOS CON JIMENEZ,2018,8,8,Miércoles,16,1
JOSE VASCONCELOS CON JIMENEZ,2018,8,16,Jueves,11,1
JOSE VASCONCELOS CON JIMENEZ,2018,9,7,Viernes,16,1
JOSE VASCONCELOS CON JIMENEZ,2018,9,13,Jueves,9,1
JOSE VASCONCELOS CON JIMENEZ,2018,10,2,Martes,11,1
JOSE VASCONCELOS CON JIMENEZ,2018,10,31,Miércoles,8,1
JOSE VASCONCELOS CON JIMENEZ,2018,11,27,Martes,13,1
JOSE VASCONCELOS CON JIMENEZ,2019,1,4,Viernes,16,1
JOSE VASCONCELOS CON JIMENEZ,2019,2,18,Lunes,13,1
JOSE VASCONCELOS CON JIMENEZ,2019,4,1,Lunes,14,1
JOSE VASCONCELOS CON JIMENEZ,2019,4,3,Miércoles,14,1
JOSE VASCONCELOS CON JIMENEZ,2019,4,20,Sábado,15,1
JOSE VASCONCELOS CON JIMENEZ,2019,5,2,Jueves,7,1
JOSE VASCONCELOS CON JIMENEZ,2019,5,7,Martes,10,1
JOSE VASCONCELOS CON JIMENEZ,2019,5,16,Jueves,9,1
JOSE VASCONCELOS CON JIMENEZ,2019,5,31,Viernes,13,1
JOSE VASCONCELOS CON JIMENEZ,2019,7,16,Martes,16,1
JOSE VASCONCELOS CON JIMENEZ,2019,8,13,Martes,16,1
JOSE VASCONCELOS CON JIMENEZ,2019,8,21,Miércoles,13,1
JOSE VASCONCELOS CON JIMENEZ,2019,9,12,Jueves,13,1
JOSE VASCONCELOS CON JIMENEZ,2019,10,8,Martes,16,1
JOSE VASCONCELOS CON JIMENEZ,2019,11,4,Lunes,10,1
JOSE VASCONCELOS CON JIMENEZ,2019,11,5,Martes,7,1
JOSE VASCONCELOS CON JIMENEZ,2019,11,28,Jueves,13,1
JOSE VASCONCELOS CON JIMENEZ,2020,1,2,Jueves,12,1
JOSE VASCONCELOS CON JIMENEZ,2020,1,15,Miércoles,12,1
JOSE VASCONCELOS CON JIMENEZ,2020,1,25,Sábado,12,1
JOSE VASCONCELOS CON JIMENEZ,2020,2,20,Jueves,16,1
JOSE VASCONCELOS CON JIMENEZ,2020,3,11,Miércoles,16,1
JOSE VASCONCELOS CON JIMENEZ,2020,3,14,Sábado,12,1
JOSE VASCONCELOS CON JIMENEZ,2020,7,23,Jueves,16,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2015,3,13,Viernes,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2015,4,9,Jueves,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2015,5,12,Martes,17,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2015,8,5,Miércoles,18,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2015,10,6,Martes,17,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,1,22,Viernes,18,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,4,12,Martes,17,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,4,28,Jueves,20,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,7,10,Domingo,17,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,7,14,Jueves,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,11,5,Sábado,16,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2016,11,29,Martes,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2017,8,24,Jueves,16,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2017,8,24,Jueves,17,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2017,9,7,Jueves,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2017,9,29,Viernes,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2017,11,9,Jueves,18,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2018,2,3,Sábado,20,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2018,6,21,Jueves,18,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2019,4,6,Sábado,20,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2019,7,25,Jueves,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2019,11,21,Jueves,18,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2019,12,15,Domingo,19,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2020,7,24,Viernes,20,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2020,8,5,Miércoles,21,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2020,9,14,Lunes,21,1
JOSE VASCONCELOS CON JOSE VASCONCELOS,2020,10,22,Jueves,21,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,1,25,Domingo,13,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,1,28,Miércoles,8,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,3,2,Lunes,21,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,3,23,Lunes,15,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,4,16,Jueves,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,5,4,Lunes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,5,26,Martes,23,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,6,2,Martes,10,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,7,25,Sábado,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,8,1,Sábado,18,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,8,1,Sábado,20,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,8,25,Martes,16,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,11,19,Jueves,16,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,12,3,Jueves,14,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,12,3,Jueves,20,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,12,8,Martes,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2015,12,11,Viernes,10,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,1,1,Viernes,7,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,1,18,Lunes,4,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,1,29,Viernes,16,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,1,30,Sábado,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,2,12,Viernes,21,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,2,20,Sábado,16,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,3,17,Jueves,15,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,3,27,Domingo,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,3,28,Lunes,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,4,1,Viernes,19,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,4,17,Domingo,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,4,18,Lunes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,5,9,Lunes,17,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,5,16,Lunes,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,8,1,Lunes,13,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,8,22,Lunes,21,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,9,9,Viernes,10,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,10,15,Sábado,16,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,10,19,Miércoles,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,12,2,Viernes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2016,12,23,Viernes,14,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,1,18,Miércoles,18,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,2,21,Martes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,3,7,Martes,7,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,3,31,Viernes,22,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,4,27,Jueves,8,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,5,3,Miércoles,8,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,5,5,Viernes,15,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,5,9,Martes,13,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,5,25,Jueves,17,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,6,12,Lunes,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,8,22,Martes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2017,11,15,Miércoles,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,1,26,Viernes,19,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,2,16,Viernes,14,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,3,14,Miércoles,13,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,6,9,Sábado,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,7,20,Viernes,18,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,9,7,Viernes,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2018,11,14,Miércoles,15,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,1,22,Martes,19,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,2,6,Miércoles,8,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,3,17,Domingo,20,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,3,19,Martes,15,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,4,11,Jueves,11,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,5,3,Viernes,14,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,7,16,Martes,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,8,14,Miércoles,10,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,8,14,Miércoles,12,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,9,25,Miércoles,13,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,9,30,Lunes,9,1
JOSE VASCONCELOS CON JUAN I. RAMON,2019,10,4,Viernes,20,1
JOSE VASCONCELOS CON JUAN I. RAMON,2020,6,23,Martes,12,1
JOSE VASCONCELOS CON L. GARZA AYALA,2016,6,18,Sábado,12,1
JOSE VASCONCELOS CON LA ALIANZA,2015,1,19,Lunes,15,1
JOSE VASCONCELOS CON LA ALIANZA,2015,1,23,Viernes,15,1
JOSE VASCONCELOS CON LA ALIANZA,2015,1,23,Viernes,16,1
JOSE VASCONCELOS CON LA ALIANZA,2015,1,25,Domingo,12,1
JOSE VASCONCELOS CON LA ALIANZA,2015,3,12,Jueves,15,1
JOSE VASCONCELOS CON LA ALIANZA,2015,4,25,Sábado,14,1
JOSE VASCONCELOS CON LA ALIANZA,2015,5,11,Lunes,14,1
JOSE VASCONCELOS CON LA ALIANZA,2015,5,17,Domingo,15,1
JOSE VASCONCELOS CON LA ALIANZA,2015,7,10,Viernes,13,1
JOSE VASCONCELOS CON LA ALIANZA,2015,9,28,Lunes,14,1
JOSE VASCONCELOS CON LA ALIANZA,2016,4,17,Domingo,15,1
JOSE VASCONCELOS CON LA ALIANZA,2016,5,23,Lunes,16,1
JOSE VASCONCELOS CON LA ALIANZA,2016,8,14,Domingo,13,1
JOSE VASCONCELOS CON LA ALIANZA,2017,9,28,Jueves,14,1
JOSE VASCONCELOS CON LA ALIANZA,2017,10,20,Viernes,15,1
JOSE VASCONCELOS CON LA ALIANZA,2018,4,19,Jueves,14,1
JOSE VASCONCELOS CON LA ALIANZA,2018,4,23,Lunes,14,1
JOSE VASCONCELOS CON LA ALIANZA,2018,5,14,Lunes,13,1
JOSE VASCONCELOS CON LA ALIANZA,2018,8,27,Lunes,15,1
JOSE VASCONCELOS CON LA ALIANZA,2018,10,23,Martes,12,1
JOSE VASCONCELOS CON LA ALIANZA,2019,3,7,Jueves,16,1
JOSE VASCONCELOS CON LA ALIANZA,2020,7,23,Jueves,16,1
JOSE VASCONCELOS CON LA ALIANZA,2020,9,30,Miércoles,17,1
JOSE VASCONCELOS CON LA ALIANZA,2020,10,29,Jueves,16,1
JOSE VASCONCELOS CON LA ALIANZA,2020,12,19,Sábado,16,1
JOSE VASCONCELOS CON LA SIERRA,2015,4,25,Sábado,19,1
JOSE VASCONCELOS CON LA SIERRA,2015,12,23,Miércoles,19,1
JOSE VASCONCELOS CON LA SIERRA,2016,7,23,Sábado,19,1
JOSE VASCONCELOS CON LA SIERRA,2016,8,20,Sábado,19,1
JOSE VASCONCELOS CON LA SIERRA,2016,11,16,Miércoles,19,1
JOSE VASCONCELOS CON LA SIERRA,2017,8,17,Jueves,17,1
JOSE VASCONCELOS CON LA SIERRA,2017,10,10,Martes,18,1
JOSE VASCONCELOS CON LA SIERRA,2017,12,20,Miércoles,17,1
JOSE VASCONCELOS CON LA SIERRA,2018,5,26,Sábado,19,1
JOSE VASCONCELOS CON LA SIERRA,2019,10,18,Viernes,18,1
JOSE VASCONCELOS CON LA SIERRA,2020,12,31,Jueves,20,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,1,17,Sábado,12,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,2,16,Lunes,13,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,2,23,Lunes,8,4
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,3,2,Lunes,16,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,3,17,Martes,12,2
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,4,8,Miércoles,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,4,13,Lunes,12,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,4,16,Jueves,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,4,16,Jueves,14,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,4,23,Jueves,12,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,5,21,Jueves,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,6,1,Lunes,10,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,6,28,Domingo,7,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,7,28,Martes,13,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,8,11,Martes,14,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,8,12,Miércoles,2,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,9,1,Martes,12,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,10,5,Lunes,19,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,10,7,Miércoles,13,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,10,23,Viernes,19,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,11,13,Viernes,20,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,11,20,Viernes,17,3
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,11,22,Domingo,22,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,11,28,Sábado,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,11,30,Lunes,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,12,16,Miércoles,10,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,12,18,Viernes,21,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,12,20,Domingo,16,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,12,23,Miércoles,9,1
JOSE VASCONCELOS CON LAZARO CARDENAS,2015,12,28,Lunes,7,1
